submission_id,platform,campaign_type,days_live,creator_followers,avg_views_30d,video_length_sec,views,likes,comments,shares,saves,reach,avg_watch_time_sec,completion_rate,tier1_audience_pct,profile_traffic_pct,search_traffic_pct,fyp_reels_explore_pct,graph_pattern,retention_pattern,max_view_jump_pct,flatline_hours_before_jump,like_freeze_flag,late_like_spike_flag,no_matching_engagement_flag,comment_quality,suspicious_comment_pct,repeated_comment_pct,bot_like_profile_pct,views_to_avg_multiplier,like_rate,comment_rate,share_rate,engagement_rate,reach_view_ratio,fraud_risk_score,risk_level,label,decision_recommendation,likely_fraud_type,reviewer_reason,suggested_action,source_type,source_note
GEN-007930,TikTok,Car Slideshows,13,4703,5837,15,8302,745,26,56,47,4706,4.85,0.3228,0.5482,0.0216,0.0711,0.8681,normal_viral_smooth,strong_retention,0.2226,3,False,False,False,relevant_discussion,0.0,0.0933,0.0946,1.4223,0.089737,0.003132,0.006745,0.099615,0.566851,20,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007931,YouTube Shorts,Mobile Game Speedrun,14,36243,6549,60,134236,117,43,52,29,42929,11.59,0.2526,0.4914,0.724,0.0736,0.221,flat_then_spike,low_watch_time,2.5412,29,False,False,True,unrelated,0.543,0.2532,0.2407,20.4972,0.000872,0.00032,0.000387,0.001579,0.319802,90,Critical,botted,Reject,needs_analytics,large sudden view jump; views rise without matching engagement,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007932,YouTube Shorts,Mobile Game Speedrun,7,87751,25425,20,99676,9375,1133,315,101,101588,8.87,0.4214,0.4607,0.0541,0.1592,0.772,smooth_gradual,strong_retention,0.164,3,False,False,False,short_but_relevant,0.0,0.0823,0.0317,3.9204,0.094055,0.011367,0.00316,0.108582,1.019182,13,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007933,Instagram,Finance Explainer,4,9872,7720,15,330122,9781,230,628,1011,83590,5.81,0.4175,0.2532,0.6304,0.2714,0.0644,step_like_batches,flat_or_odd,0.9752,88,False,False,True,emoji_spam,0.3146,0.3476,0.3969,42.7619,0.029628,0.000697,0.001902,0.032227,0.253209,55,High,suspicious,Reject and ask for analytics in ticket,view_injection,views rise without matching engagement,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007934,YouTube Shorts,Travel Hook,9,20043,691,30,1601,173,16,15,9,1017,20.55,0.6976,0.742,0.1325,0.0256,0.843,smooth_gradual,strong_retention,0.3153,2,False,False,False,relevant_discussion,0.0,0.0298,0.0284,2.3169,0.108057,0.009994,0.009369,0.12742,0.635228,6,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007935,Instagram,Travel Hook,5,8221,1689,15,202991,1239,0,194,1194,101370,1.95,0.1378,0.5469,0.8674,0.023,0.1518,flat_then_spike,low_watch_time,2.5814,78,False,False,True,unrelated,0.779,0.1428,0.4731,120.1841,0.006104,0.0,0.000956,0.007059,0.499382,97,Critical,botted,Reject,needs_analytics,large sudden view jump; views rise without matching engagement; high views with almost no comments,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007936,YouTube Shorts,Finance Explainer,11,3943,8111,45,592829,3344,0,690,151,278068,2.22,0.0556,0.3373,0.3625,0.0572,0.5897,flat_then_spike,very_low_watch_time,1.2807,69,False,False,True,none,0.3113,0.2892,0.6475,73.0895,0.005641,0.0,0.001164,0.006805,0.469053,93,Critical,botted,Reject,possible_fake_boost,large sudden view jump; views rise without matching engagement; high views with almost no comments,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007937,Instagram,Mobile Game Speedrun,6,52845,15304,45,22182,906,244,160,22,16322,16.2,0.45,0.649,0.0559,0.0462,0.8575,smooth_gradual,strong_retention,0.2622,4,False,False,False,relevant_discussion,0.0,0.0868,0.0551,1.4494,0.040844,0.011,0.007213,0.059057,0.735822,9,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007938,Instagram,Mobile Game Speedrun,7,21030,644,30,98843,315,0,94,344,59644,2.77,0.1011,0.424,0.4484,0.5891,0.0,step_like_batches,low_watch_time,1.7695,72,False,False,True,unrelated,0.5908,0.2838,0.4252,153.4829,0.003187,0.0,0.000951,0.004138,0.603422,94,Critical,botted,Reject,view_injection,large sudden view jump; views rise without matching engagement; high views with almost no comments,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007939,YouTube Shorts,Fitness Clip,2,36244,25517,15,45372,1850,66,296,31,41893,8.09,0.6165,0.8335,0.0986,0.2496,0.585,smooth_gradual,strong_retention,0.1834,0,False,False,False,relevant_discussion,0.0,0.0966,0.0486,1.7781,0.040774,0.001455,0.006524,0.048753,0.923323,10,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007940,YouTube Shorts,Car Slideshows,5,4212,3645,45,183694,5791,261,15,814,111885,10.69,0.223,0.069,0.5401,0.5451,0.0,flat_then_spike,broken_or_missing,2.1966,95,False,False,True,unrelated,0.5746,0.3816,0.2222,50.3962,0.031525,0.001421,8.2e-05,0.033028,0.609084,50,High,suspicious,Reject and ask for analytics in ticket,possible_fake_boost,large sudden view jump; views rise without matching engagement,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007941,YouTube Shorts,Finance Explainer,10,33188,11501,20,74238,6418,577,381,142,42274,6.56,0.3547,0.8401,0.15,0.0579,0.8249,smooth_gradual,gradual_drop,0.17,4,False,False,False,relevant_discussion,0.0,0.0685,0.0947,6.4549,0.086452,0.007772,0.005132,0.099356,0.569439,6,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007942,TikTok,AI App Demo,9,5518,3078,15,14985,1614,84,106,44,8532,7.8,0.6673,0.8558,0.1038,0.1301,0.6881,smooth_gradual,gradual_drop,0.2988,2,False,False,False,short_but_relevant,0.0,0.0807,0.013,4.8684,0.107708,0.005606,0.007074,0.120387,0.569369,22,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007943,Instagram,Travel Hook,14,2624,2061,30,305689,3025,69,309,1548,208257,5.3,0.2203,0.1478,0.4189,0.3711,0.1872,likes_freeze,very_low_watch_time,1.1696,74,True,False,True,unrelated,0.3624,0.292,0.6104,148.3207,0.009896,0.000226,0.001011,0.011132,0.681271,86,Critical,botted,Reject,fake_likes,large sudden view jump; views rise without matching engagement; likes freeze while views increase,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007944,TikTok,Mobile Game Speedrun,11,12002,2004,60,10566,562,96,98,62,9906,23.22,0.3779,0.487,0.0162,0.1168,0.7938,smooth_gradual,strong_retention,0.1484,4,False,False,False,short_but_relevant,0.0,0.0291,0.07,5.2725,0.053189,0.009086,0.009275,0.07155,0.937535,22,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007945,YouTube Shorts,Travel Hook,11,931,3271,60,41820,471,38,92,39,13547,12.57,0.227,0.0969,0.3858,0.1045,0.4648,low_engagement_smooth,low_watch_time,0.6457,87,False,False,True,generic_repeated,0.7323,0.1182,0.4655,12.7851,0.011263,0.000909,0.0022,0.014371,0.323936,47,Medium,suspicious,Needs Manual Review,needs_analytics,views rise without matching engagement,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007946,YouTube Shorts,Tech Gadget,10,711,344,12,10432,312,9,11,40,3694,1.41,0.1416,0.1122,0.8947,0.0589,0.0926,step_like_batches,broken_or_missing,2.0398,59,False,False,True,generic_repeated,0.5462,0.5039,0.2281,30.3256,0.029908,0.000863,0.001054,0.031825,0.354103,71,High,suspicious,Reject and ask for analytics in ticket,autoclick_autoswipe,large sudden view jump; views rise without matching engagement,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007947,TikTok,Travel Hook,1,115813,36523,45,59147,2631,335,448,206,56870,19.7,0.4611,0.5264,0.049,0.1759,0.811,normal_viral_smooth,gradual_drop,0.2776,2,False,False,False,short_but_relevant,0.0,0.0199,0.0505,1.6194,0.044482,0.005664,0.007574,0.057721,0.961503,8,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007948,TikTok,Tech Gadget,14,114242,76021,45,318732,9780,540,165,147,183259,18.25,0.4029,0.3394,0.4759,0.2587,0.2199,late_like_spike,flat_or_odd,0.3504,16,False,True,False,mixed,0.4956,0.4774,0.4808,4.1927,0.030684,0.001694,0.000518,0.032896,0.574963,56,High,suspicious,Reject and ask for analytics in ticket,fake_likes,late like spike,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007949,Instagram,Travel Hook,10,12746,38715,60,124936,4464,374,711,129,123226,42.5,0.6789,0.7341,0.0444,0.2022,0.7581,smooth_gradual,gradual_drop,0.2316,3,False,False,False,relevant_discussion,0.0,0.0756,0.017,3.2271,0.03573,0.002994,0.005691,0.044415,0.986313,10,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007950,Instagram,Tech Gadget,11,132047,2215,20,86591,475,0,74,291,42009,5.26,0.2779,0.4333,0.1096,0.0782,0.8898,vertical_spike_no_engagement,very_low_watch_time,2.6382,13,False,False,True,generic_repeated,0.6339,0.0631,0.3072,39.093,0.005486,0.0,0.000855,0.00634,0.485143,85,Critical,botted,Reject,fake_views,large sudden view jump; views rise without matching engagement; high views with almost no comments,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007951,Instagram,Travel Hook,2,5672,4317,60,233759,6730,374,583,362,163180,5.9,0.1076,0.4288,0.7385,0.5048,0.0,likes_freeze,broken_or_missing,0.7091,38,True,False,False,emoji_spam,0.7749,0.3583,0.4653,54.1485,0.02879,0.0016,0.002494,0.032884,0.698069,69,High,suspicious,Reject and ask for analytics in ticket,possible_engagement_pod,likes freeze while views increase,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007952,TikTok,AI App Demo,10,67357,75925,15,351622,14410,1115,3223,295,325995,6.89,0.5013,0.82,0.0747,0.2453,0.6257,normal_viral_smooth,strong_retention,0.2773,0,False,False,False,short_but_relevant,0.0,0.0815,0.0329,4.6312,0.040982,0.003171,0.009166,0.053319,0.927118,11,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007953,Instagram,Travel Hook,6,10560,9513,15,64300,5304,590,221,90,40328,7.45,0.528,0.818,0.0293,0.134,0.8247,smooth_gradual,strong_retention,0.3414,2,False,False,False,short_but_relevant,0.0,0.0903,0.0006,6.7592,0.082488,0.009176,0.003437,0.095101,0.627185,21,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007954,YouTube Shorts,Finance Explainer,6,16161,6440,20,892142,2137,0,525,4944,436133,5.56,0.2631,0.0374,0.4465,0.2039,0.4112,vertical_spike_no_engagement,broken_or_missing,1.9569,92,False,False,True,generic_repeated,0.2891,0.534,0.2607,138.5314,0.002395,0.0,0.000588,0.002984,0.488861,80,Critical,botted,Reject,autoclick_autoswipe,large sudden view jump; views rise without matching engagement; high views with almost no comments,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007955,YouTube Shorts,Travel Hook,1,17147,13608,12,99639,7055,585,70,513,81264,5.74,0.4434,0.8352,0.0993,0.2012,0.7266,normal_viral_smooth,gradual_drop,0.2411,2,False,False,False,short_but_relevant,0.0,0.086,0.0191,7.3221,0.070806,0.005871,0.000703,0.077379,0.815584,13,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007956,TikTok,AI App Demo,12,5662,4647,45,45669,397,54,100,15,19400,7.6,0.1744,0.1486,0.8997,0.0243,0.0449,low_engagement_smooth,flat_or_odd,0.6419,95,False,False,True,emoji_spam,0.4111,0.228,0.1784,9.8276,0.008693,0.001182,0.00219,0.012065,0.424796,42,Medium,suspicious,Needs Manual Review,needs_analytics,views rise without matching engagement,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007957,Instagram,Anime Edit,2,23225,192,60,38242,260,0,21,187,11952,7.76,0.1668,0.6053,0.1514,0.2077,0.599,vertical_spike_no_engagement,very_low_watch_time,2.9316,46,False,False,True,none,0.6169,0.2028,0.1319,199.1771,0.006799,0.0,0.000549,0.007348,0.312536,87,Critical,botted,Reject,fake_views,large sudden view jump; views rise without matching engagement; high views with almost no comments,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007958,Instagram,Mobile Game Speedrun,7,45960,305,15,14874,270,11,26,64,7637,3.44,0.2494,0.7092,0.1534,0.394,0.3865,low_engagement_smooth,low_watch_time,0.2561,83,False,False,True,generic_repeated,0.2863,0.5649,0.2118,48.7672,0.018152,0.00074,0.001748,0.02064,0.513446,55,High,suspicious,Reject and ask for analytics in ticket,possible_fake_views,views rise without matching engagement,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007959,TikTok,Finance Explainer,13,18097,55042,20,92924,8883,837,860,358,54499,9.54,0.45,0.5359,0.1062,0.1137,0.7697,smooth_gradual,gradual_drop,0.2044,1,False,False,False,short_but_relevant,0.0,0.0451,0.0301,1.6882,0.095594,0.009007,0.009255,0.113856,0.58649,13,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007960,TikTok,Travel Hook,5,15435,29515,12,77192,8047,553,279,52,68419,4.62,0.3581,0.4485,0.0601,0.0984,0.8369,smooth_gradual,strong_retention,0.1754,3,False,False,False,relevant_discussion,0.0,0.0521,0.1035,2.6153,0.104247,0.007164,0.003614,0.115025,0.886348,10,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007961,YouTube Shorts,AI App Demo,6,36243,3062,60,150274,3145,33,18,173,44621,14.15,0.3136,0.6574,0.3552,0.218,0.359,flat_then_spike,sudden_drop,1.821,22,False,False,True,unrelated,0.7401,0.4139,0.4837,49.0771,0.020928,0.00022,0.00012,0.021268,0.296931,64,High,suspicious,Reject and ask for analytics in ticket,needs_analytics,large sudden view jump; views rise without matching engagement,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007962,Instagram,Tech Gadget,3,44985,3193,20,23544,1707,281,78,72,14895,9.11,0.5956,0.386,0.0586,0.2473,0.7283,normal_viral_smooth,gradual_drop,0.2655,2,False,False,False,short_but_relevant,0.0,0.0264,0.0767,7.3736,0.072503,0.011935,0.003313,0.087751,0.632645,22,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007963,Instagram,Anime Edit,1,1613,6767,60,173399,1513,157,180,552,38068,19.14,0.3262,0.4539,0.0957,0.3639,0.5952,flat_then_spike,flat_or_odd,2.0839,18,False,False,True,emoji_spam,0.283,0.3556,0.3725,25.6242,0.008726,0.000905,0.001038,0.010669,0.21954,59,High,suspicious,Reject and ask for analytics in ticket,needs_analytics,large sudden view jump; views rise without matching engagement,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007964,YouTube Shorts,Fitness Clip,9,30265,8756,20,87106,704,139,18,332,42279,2.19,0.1087,0.7164,0.3176,0.412,0.2293,step_like_batches,flat_or_odd,1.5191,33,False,False,True,emoji_spam,0.5981,0.6485,0.599,9.9481,0.008082,0.001596,0.000207,0.009885,0.485374,41,Medium,suspicious,Needs Manual Review,possible_autoswipe,large sudden view jump; views rise without matching engagement,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007965,Instagram,Finance Explainer,6,4182,7494,12,165368,1491,52,266,201,74939,1.78,0.1553,0.2844,0.312,0.477,0.2261,step_like_batches,broken_or_missing,1.3136,60,False,False,True,generic_repeated,0.5407,0.4092,0.7315,22.0667,0.009016,0.000314,0.001609,0.010939,0.453165,52,High,suspicious,Reject and ask for analytics in ticket,possible_autoswipe,large sudden view jump; views rise without matching engagement,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007966,TikTok,AI App Demo,13,3021,4800,20,16438,1570,87,41,50,10594,11.5,0.6697,0.4769,0.1246,0.1885,0.6301,smooth_gradual,gradual_drop,0.1912,3,False,False,False,relevant_discussion,0.0,0.095,0.0044,3.4246,0.09551,0.005293,0.002494,0.103297,0.644482,7,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007967,TikTok,Fitness Clip,4,3797,1706,30,164002,1547,0,3,626,25138,7.46,0.2529,0.2019,0.189,0.4417,0.3392,flat_then_spike,low_watch_time,2.7449,53,False,False,True,generic_repeated,0.4159,0.4452,0.6907,96.1325,0.009433,0.0,1.8e-05,0.009451,0.153279,97,Critical,botted,Reject,possible_fake_boost,large sudden view jump; views rise without matching engagement; high views with almost no comments,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007968,Instagram,Finance Explainer,6,72142,26125,12,121671,8615,158,933,98,70867,6.86,0.6215,0.6881,0.1091,0.1431,0.6795,normal_viral_smooth,strong_retention,0.3775,1,False,False,False,relevant_discussion,0.0,0.0784,0.0366,4.6573,0.070806,0.001299,0.007668,0.079773,0.582448,10,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007969,TikTok,Finance Explainer,2,190655,12910,60,25100,2198,225,201,55,16778,39.88,0.7335,0.7533,0.0518,0.1757,0.8315,smooth_gradual,gradual_drop,0.2908,1,False,False,False,short_but_relevant,0.0,0.0529,0.1181,1.9442,0.08757,0.008964,0.008008,0.104542,0.668446,13,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007970,Instagram,AI App Demo,14,2203,1707,30,298944,2387,27,316,232,37262,4.95,0.2195,0.249,0.6026,0.2671,0.0715,vertical_spike_no_engagement,unknown,2.5643,10,False,False,True,none,0.2706,0.6136,0.3152,175.1283,0.007985,9e-05,0.001057,0.009132,0.124645,99,Critical,botted,Reject,fake_views,large sudden view jump; views rise without matching engagement,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007971,YouTube Shorts,Car Slideshows,13,243,909,20,102686,34,3,1,84,41241,1.17,0.0651,0.5333,0.7212,0.547,0.0,vertical_spike_no_engagement,very_low_watch_time,3.1287,69,False,False,True,unrelated,0.2554,0.6041,0.2369,112.9659,0.000331,2.9e-05,1e-05,0.00037,0.401622,83,Critical,botted,Reject,autoclick_autoswipe,large sudden view jump; views rise without matching engagement; high views with almost no comments,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007972,TikTok,AI App Demo,7,18568,1062,30,23851,775,34,25,36,6831,7.9,0.306,0.1088,0.8063,0.4568,0.0,likes_freeze,flat_or_odd,0.5571,14,True,False,False,generic_repeated,0.8526,0.303,0.5449,22.4586,0.032493,0.001426,0.001048,0.034967,0.286403,74,High,suspicious,Reject and ask for analytics in ticket,fake_likes,likes freeze while views increase,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007973,YouTube Shorts,Fitness Clip,3,842,6928,12,260316,764,60,230,1376,33534,1.93,0.1847,0.615,0.4362,0.4445,0.1281,likes_freeze,broken_or_missing,0.5625,52,True,False,True,none,0.3973,0.3472,0.4463,37.5745,0.002935,0.00023,0.000884,0.004049,0.12882,81,Critical,botted,Reject,fake_likes,views rise without matching engagement; likes freeze while views increase,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007974,TikTok,AI App Demo,11,1182,4616,45,668383,6399,0,673,2577,204871,2.62,0.0611,0.2708,0.7117,0.4281,0.0,step_like_batches,very_low_watch_time,1.0325,39,False,False,True,generic_repeated,0.1421,0.4643,0.302,144.797,0.009574,0.0,0.001007,0.010581,0.306517,78,Critical,botted,Reject,autoclick_autoswipe,large sudden view jump; views rise without matching engagement; high views with almost no comments,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007975,TikTok,Anime Edit,1,10969,5096,12,28275,2859,63,196,23,19534,6.44,0.666,0.8781,0.0664,0.0737,0.9016,normal_viral_smooth,gradual_drop,0.3074,4,False,False,False,short_but_relevant,0.0,0.0192,0.0802,5.5485,0.101114,0.002228,0.006932,0.110274,0.690858,15,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007976,TikTok,Tech Gadget,7,31368,3586,60,519774,223,0,396,3015,365397,5.23,0.1055,0.7152,0.3577,0.5986,0.0558,flat_then_spike,unknown,2.1634,60,False,False,True,emoji_spam,0.4691,0.3522,0.5171,144.9453,0.000429,0.0,0.000762,0.001191,0.702992,84,Critical,botted,Reject,possible_fake_boost,large sudden view jump; views rise without matching engagement; high views with almost no comments,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007977,TikTok,Car Slideshows,7,36054,5589,60,8397,859,54,17,37,5656,35.17,0.5376,0.6563,0.0412,0.1623,0.8449,normal_viral_smooth,strong_retention,0.3588,3,False,False,False,relevant_discussion,0.0,0.0701,0.0443,1.5024,0.102298,0.006431,0.002025,0.110754,0.673574,17,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007978,TikTok,Travel Hook,5,12971,721,60,27061,709,2,32,29,13357,11.93,0.1984,0.5766,0.3327,0.4954,0.1879,late_like_spike,broken_or_missing,0.5595,25,False,True,True,mixed,0.7538,0.2005,0.4397,37.5326,0.0262,7.4e-05,0.001183,0.027456,0.493589,70,High,suspicious,Reject and ask for analytics in ticket,possible_fake_boost,views rise without matching engagement; high views with almost no comments; late like spike,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007979,YouTube Shorts,Car Slideshows,11,1959,139,45,7638,258,1,2,39,2447,20.59,0.4512,0.1882,0.1665,0.3137,0.4543,likes_freeze,broken_or_missing,0.6991,85,True,False,True,unrelated,0.3217,0.3594,0.3881,54.9496,0.033778,0.000131,0.000262,0.034171,0.320372,65,High,suspicious,Reject and ask for analytics in ticket,possible_fake_views,views rise without matching engagement; likes freeze while views increase,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007980,TikTok,AI App Demo,11,25788,5343,45,727298,4029,220,220,2916,545088,6.17,0.1703,0.6013,0.6546,0.2962,0.0303,vertical_spike_no_engagement,broken_or_missing,1.8544,48,False,False,True,emoji_spam,0.6769,0.3691,0.3095,136.1217,0.00554,0.000302,0.000302,0.006145,0.74947,88,Critical,botted,Reject,view_injection,large sudden view jump; views rise without matching engagement,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007981,TikTok,AI App Demo,8,17342,2078,12,340190,2843,16,76,1188,78886,2.82,0.2667,0.5084,0.4245,0.071,0.5001,likes_freeze,broken_or_missing,0.6683,6,True,False,True,generic_repeated,0.3565,0.2495,0.5948,163.7103,0.008357,4.7e-05,0.000223,0.008628,0.231888,80,Critical,botted,Reject,possible_engagement_pod,views rise without matching engagement; likes freeze while views increase,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007982,TikTok,Finance Explainer,11,444,3534,15,23483,478,27,2,19,17416,6.75,0.4436,0.4372,0.1836,0.1965,0.6202,likes_freeze,low_watch_time,1.226,55,True,False,False,emoji_spam,0.5698,0.3015,0.1101,6.6449,0.020355,0.00115,8.5e-05,0.02159,0.741643,50,High,suspicious,Reject and ask for analytics in ticket,possible_engagement_pod,large sudden view jump; likes freeze while views increase,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007983,Instagram,Car Slideshows,8,5823,4719,60,25920,972,116,239,66,20862,41.57,0.6884,0.3704,0.039,0.0612,0.8898,normal_viral_smooth,strong_retention,0.1201,0,False,False,False,short_but_relevant,0.0,0.0317,0.0751,5.4927,0.0375,0.004475,0.009221,0.051196,0.804861,9,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,Approve but monitor later.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007984,Instagram,Travel Hook,7,125440,115,15,5737,122,4,5,33,1914,7.0,0.4489,0.4664,0.5083,0.2472,0.1759,flat_then_spike,flat_or_odd,2.8112,89,False,False,True,mixed,0.6635,0.4492,0.573,49.887,0.021265,0.000697,0.000872,0.022834,0.333624,46,Medium,suspicious,Needs Manual Review,fake_boost,large sudden view jump; views rise without matching engagement,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007985,Instagram,Car Slideshows,11,19024,50944,12,726292,22429,959,1098,3949,306896,2.55,0.1937,0.328,0.2147,0.0476,0.8032,flat_then_spike,low_watch_time,2.6177,11,False,False,True,unrelated,0.2853,0.1312,0.2292,14.2567,0.030882,0.00132,0.001512,0.033714,0.422552,59,High,suspicious,Reject and ask for analytics in ticket,fake_boost,large sudden view jump; views rise without matching engagement,Reject and ask for analytics in ticket.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
GEN-007986,Instagram,Fitness Clip,13,37257,3237,30,571981,5602,181,3,2941,256950,6.84,0.2325,0.3847,0.3538,0.4118,0.2066,vertical_spike_no_engagement,broken_or_missing,2.4227,16,False,False,True,unrelated,0.7476,0.6463,0.2009,176.701,0.009794,0.000316,5e-06,0.010116,0.449228,94,Critical,botted,Reject,fake_views,large sudden view jump; views rise without matching engagement,Reject; escalate only if analytics confirms deliberate botting.,synthetic_generated,Generated supplemental training example. Not production validation evidence.
